VehicleDesc,VehicleType,VehicleModel,ModelYear,color,DateStolen,Location
IMPREZA,Hatchback,Subaru,2009,Grey,2021-10-11,Wellington
IMPREZA,Hatchback,Subaru,2015,Silver,2022-04-05,Auckland City
IMPREZA,Hatchback,Subaru,2011,Blue,2022-04-04,Central
IMPREZA,Hatchback,Subaru,2001,Blue,2021-12-03,Counties_Manukau
IMPREZA,Hatchback,Subaru,2007,Red,2021-12-12,Waitemata
INSIGHT,Hatchback,Honda,2013,White,2021-12-13,Central
INTEGRA,Hatchback,Honda,2001,White,2022-03-05,Counties_Manukau
LUTECIA,Hatchback,Renault,2006,Orange,2022-03-29,Waikato
STARLET,Hatchback,Toyota,1997,Green,2022-02-12,Auckland City
STARLET,Hatchback,Toyota,1994,Blue,2022-01-10,Southern
STARLET,Hatchback,Toyota,1990,Grey,2022-02-11,Canterbury
STARLET,Hatchback,Toyota,1990,Gold,2022-03-17,Southern
STARLET,Hatchback,Toyota,1993,White,2022-02-03,Central
STARLET,Hatchback,Toyota,1998,Silver,2022-04-04,Eastern
STARLET,Hatchback,Toyota,1997,Silver,2021-12-12,Southern
STARLET,Hatchback,Toyota,1993,Red,2021-12-21,Canterbury
STARLET,Hatchback,Toyota,1998,Grey,2022-03-02,Wellington
X-TRAIL,Hatchback,Nissan,2007,Blue,2022-03-14,Canterbury
BLUEBIRD,Hatchback,Nissan,1992,White,2022-03-22,Southern
CIVIC LX,Hatchback,Honda,1987,Green,2022-01-25,Waikato
FORESTER,Hatchback,Subaru,2005,Silver,2022-01-28,Canterbury
FUNCARGO,Hatchback,Toyota,2000,Gold,2022-03-05,Waitemata
FUNCARGO,Hatchback,Toyota,2000,Red,2022-04-05,Waikato
CROSSROAD,Hatchback,Honda,2007,White,2022-03-31,Central
ASTINA GLX,Hatchback,Mazda,1991,Blue,2022-01-30,Canterbury
CIVIC 3 DR,Hatchback,Honda,1987,White,2021-10-23,Tasman
COROLLA XL,Hatchback,Toyota,1988,Blue,2022-03-29,Canterbury
LASER GHIA,Hatchback,Ford,1992,Grey,2022-01-26,Canterbury
BARINA SPARK,Hatchback,Holden,2012,Silver,2022-03-01,Waitemata
BARINA SPARK,Hatchback,Holden,2013,Black,2022-03-28,Counties_Manukau
CIVIC 3DR LX MAN,Hatchback,Honda,1991,White,2022-01-24,Canterbury
FESTIVA GLXI 1.3,Hatchback,Ford,1995,Red,2022-02-04,Wellington
FESTIVA 1.3XL 3DR,Hatchback,Ford,1992,Blue,2022-03-24,Central
LASER 1.3XL HATCH,Hatchback,Ford,1993,White,2022-03-28,Waikato
LASER 1.6 GLXI 5D,Hatchback,Ford,1995,Blue,2022-01-24,Bay of Plenty
COROLLA 1.3P XL HBAC,Hatchback,Toyota,1995,White,2022-01-12,Wellington
COROLLA 1.6P GL HBAC,Hatchback,Toyota,1995,Green,2022-01-27,Bay of Plenty
COROLLA 1.6P GL HBAC,Hatchback,Toyota,1995,Blue,2022-03-07,Canterbury
LASER 1.6 GLXI 5DOOR,Hatchback,Ford,1995,Blue,2021-11-01,Waikato
L300,Heavy Van,Mitsubishi,1995,White,2022-01-13,Auckland City
L300,Heavy Van,Mitsubishi,1996,Green,2022-01-20,Canterbury
HIACE,Heavy Van,Toyota,1996,White,2021-12-16,Wellington
TRANSIT,Heavy Van,Ford,2005,Blue,2021-10-28,Northland
TRANSIT,Heavy Van,Ford,1997,White,2022-04-04,Tasman
SPRINTER,Heavy Van,Mercedes-Benz,2009,White,2021-11-10,Counties_Manukau
TRANSIT 190 DIESE,Heavy Van,Ford,1995,White,2022-01-11,Waikato
HIACE,Light Bus,Toyota,2006,White,2021-12-21,Counties_Manukau
HIACE,Light Bus,Toyota,1999,Green,2022-03-18,Canterbury
HIACE,Light Bus,Toyota,2019,White,2021-10-08,Auckland City
CARAVAN,Light Bus,Nissan,1989,White,2022-03-17,Canterbury
CARAVAN,Light Bus,Nissan,2009,Silver,2022-01-31,Northland
TRANSIT,Light Bus,Ford,2020,White,2022-02-08,Auckland City
H1,Light Van,Hyundai,2010,White,2022-03-28,Counties_Manukau
CRV,Light Van,Honda,1997,Green,2022-04-04,Bay of Plenty
CRV,Light Van,Honda,2001,Green,2021-11-01,Wellington
CRV,Light Van,Honda,2005,Grey,2022-03-17,Counties_Manukau
H100,Light Van,Hyundai,1998,White,2021-11-25,Canterbury
H100,Light Van,Hyundai,2002,White,2021-10-17,Auckland City
H100,Light Van,Hyundai,2003,White,2021-12-13,Canterbury
L300,Light Van,Mitsubishi,2000,White,2022-01-11,Canterbury
L300,Light Van,Mitsubishi,2000,Green,2021-11-16,Wellington
L300,Light Van,Mitsubishi,2012,White,2021-11-05,Wellington
L300,Light Van,Mitsubishi,2009,White,2022-02-04,Auckland City
L300,Light Van,Mitsubishi,2012,White,2022-04-04,Waitemata
L300,Light Van,Mitsubishi,2002,White,2021-12-31,Canterbury
L300,Light Van,Mitsubishi,2007,White,2022-01-09,Waitemata
L300,Light Van,Mitsubishi,2007,White,2022-03-23,Wellington
L300,Light Van,Mitsubishi,1986,Red,2021-11-23,Canterbury
L300,Light Van,Mitsubishi,2013,White,2022-02-06,Waitemata
L300,Light Van,Mitsubishi,2008,White,2021-11-16,Waitemata
L300,Light Van,Mitsubishi,2006,White,2022-03-19,Counties_Manukau
L300,Light Van,Mitsubishi,2006,White,2021-12-11,Auckland City
L300,Light Van,Mitsubishi,2014,White,2021-10-15,Counties_Manukau
L300,Light Van,Mitsubishi,2002,White,2022-02-01,Canterbury
L300,Light Van,Mitsubishi,1992,Grey,2021-10-26,Wellington
L300,Light Van,Mitsubishi,2010,Red,2022-02-23,Waikato
L300,Light Van,Mitsubishi,2001,White,2021-12-09,Northland
VITO,Light Van,Mercedes-Benz,2008,White,2021-12-18,Auckland City
BONGO,Light Van,Mazda,2011,White,2021-12-05,Auckland City
BONGO,Light Van,Mazda,2008,White,2021-12-02,Counties_Manukau
BONGO,Light Van,Mazda,2003,White,2021-11-16,Bay of Plenty
BONGO,Light Van,Mazda,2012,White,2021-10-14,Wellington
BONGO,Light Van,Mazda,2006,White,2022-03-31,Auckland City
BONGO,Light Van,Mazda,2009,White,2022-03-26,Wellington
BONGO,Light Van,Mazda,2006,White,2022-01-07,Waitemata
BONGO,Light Van,Mazda,2012,White,2022-03-18,Auckland City
BONGO,Light Van,Mazda,2008,White,2022-03-06,Wellington
BONGO,Light Van,Mazda,2012,White,2022-02-25,Auckland City
