VehicleDesc,VehicleType,VehicleModel,ModelYear,color,DateStolen,Location
IMPREZA,Saloon,Subaru,2000,Brown,2022-02-01,Wellington
IMPREZA,Saloon,Subaru,2009,Silver,2022-03-20,Waitemata
IMPREZA,Saloon,Subaru,2001,Red,2022-02-26,Central
IMPREZA,Saloon,Subaru,2016,Silver,2022-04-01,Southern
IMPREZA,Saloon,Subaru,2011,Silver,2022-02-14,Waitemata
IMPREZA,Saloon,Subaru,2000,Black,2021-11-10,Waikato
INSIGHT,Saloon,Honda,2009,Red,2021-10-18,Counties_Manukau
INSPIRE,Saloon,Honda,2006,Red,2021-12-17,Counties_Manukau
INSPIRE,Saloon,Honda,2008,Black,2022-03-18,Auckland City
INTEGRA,Saloon,Honda,2000,White,2021-12-04,Auckland City
PRELUDE,Saloon,Honda,1997,White,2021-11-29,Waikato
PRELUDE,Saloon,Honda,1997,White,2022-03-04,Counties_Manukau
PRIMERA,Saloon,Nissan,2001,Silver,2022-03-03,Tasman
PRIMERA,Saloon,Nissan,1999,Green,2021-12-22,Central
PRIMERA,Saloon,Nissan,1999,White,2022-03-16,Counties_Manukau
PRIMERA,Saloon,Nissan,1990,Red,2022-01-05,Waikato
PRIMERA,Saloon,Nissan,1999,Red,2022-04-05,Wellington
PRIMERA,Saloon,Nissan,1997,Silver,2021-11-23,Bay of Plenty
PRIMERA,Saloon,Nissan,1995,Grey,2021-10-29,Bay of Plenty
PRIMERA,Saloon,Nissan,1996,Grey,2022-03-21,Wellington
PRIMERA,Saloon,Nissan,1996,Silver,2021-10-16,Northland
PRIMERA,Saloon,Nissan,2001,Silver,2021-12-30,Bay of Plenty
PRIMERA,Saloon,Nissan,1997,White,2021-10-21,Eastern
PRIMERA,Saloon,Nissan,1997,Red,2022-03-11,Wellington
PRIMERA,Saloon,Nissan,1996,Grey,2021-10-10,Waikato
PRIMERA,Saloon,Nissan,2002,Red,2022-03-31,Counties_Manukau
PRIMERA,Saloon,Nissan,2003,Silver,2022-02-07,Auckland City
PRIMERA,Saloon,Nissan,2002,Green,2021-12-17,Waitemata
PRIMERA,Saloon,Nissan,1991,Black,2021-10-08,Southern
PRIMERA,Saloon,Nissan,1992,Grey,2021-12-02,Canterbury
PRIMERA,Saloon,Nissan,1996,Black,2022-03-03,Canterbury
SKYLINE,Saloon,Nissan,2007,Black,2022-01-01,Waitemata
SKYLINE,Saloon,Nissan,2006,Silver,2021-10-17,Canterbury
SKYLINE,Saloon,Nissan,2007,Grey,2021-12-19,Counties_Manukau
SKYLINE,Saloon,Nissan,2007,Black,2021-11-21,Counties_Manukau
SKYLINE,Saloon,Nissan,2004,Grey,2022-04-01,Canterbury
SKYLINE,Saloon,Nissan,1989,Blue,2022-02-03,Wellington
SKYLINE,Saloon,Nissan,2008,Black,2022-02-17,Auckland City
SKYLINE,Saloon,Nissan,2010,Grey,2022-03-07,Waikato
SKYLINE,Saloon,Nissan,2006,Silver,2021-10-28,Central
SKYLINE,Saloon,Nissan,2007,Grey,2022-01-27,Counties_Manukau
SKYLINE,Saloon,Nissan,2007,Black,2022-01-20,Counties_Manukau
SKYLINE,Saloon,Nissan,1990,Blue,2022-01-09,Waitemata
SKYLINE,Saloon,Nissan,2007,Grey,2021-12-21,Canterbury
SKYLINE,Saloon,Nissan,2007,White,2021-11-16,Waitemata
SKYLINE,Saloon,Nissan,1993,Black,2022-03-17,Counties_Manukau
SKYLINE,Saloon,Nissan,2007,Grey,2022-03-27,Counties_Manukau
SKYLINE,Saloon,Nissan,2007,Grey,2021-12-31,Waikato
SKYLINE,Saloon,Nissan,2008,Black,2022-03-25,Auckland City
SKYLINE,Saloon,Nissan,1996,Silver,2022-02-27,Waikato
SKYLINE,Saloon,Nissan,2021,Silver,2022-04-04,Counties_Manukau
SKYLINE,Saloon,Nissan,1994,Grey,2022-02-02,Canterbury
SKYLINE,Saloon,Nissan,2006,Red,2021-11-22,Waikato
SKYLINE,Saloon,Nissan,1996,Yellow,2022-01-31,Counties_Manukau
SKYLINE,Saloon,Nissan,1993,Red,2022-02-01,Wellington
SKYLINE,Saloon,Nissan,2007,White,2021-12-08,Counties_Manukau
SKYLINE,Saloon,Nissan,1994,Grey,2022-01-31,Eastern
SKYLINE,Saloon,Nissan,2002,Silver,2021-11-09,Counties_Manukau
SKYLINE,Saloon,Nissan,1996,Black,2022-03-02,Central
TELSTAR,Saloon,Ford,1997,Blue,2022-01-06,Northland
BLUEBIRD,Saloon,Nissan,2006,White,2022-01-13,Waikato
BLUEBIRD,Saloon,Nissan,1998,Blue,2021-10-18,Waikato
BLUEBIRD,Saloon,Nissan,2007,Silver,2022-03-30,Counties_Manukau
BLUEBIRD,Saloon,Nissan,2004,Green,2022-01-21,Bay of Plenty
BLUEBIRD,Saloon,Nissan,2007,Silver,2022-03-05,Auckland City
BLUEBIRD,Saloon,Nissan,2006,Silver,2022-04-04,Counties_Manukau
BLUEBIRD,Saloon,Nissan,2005,Grey,2021-11-15,Central
BLUEBIRD,Saloon,Nissan,2007,Silver,2022-04-03,Counties_Manukau
BLUEBIRD,Saloon,Nissan,1998,White,2021-12-30,Counties_Manukau
BLUEBIRD,Saloon,Nissan,2005,Green,2022-01-07,Central
BLUEBIRD,Saloon,Nissan,2001,Grey,2021-11-25,Auckland City
BLUEBIRD,Saloon,Nissan,2006,Silver,2022-03-14,Eastern
BLUEBIRD,Saloon,Nissan,2000,Gold,2022-04-04,Auckland City
BLUEBIRD,Saloon,Nissan,2007,Red,2021-11-21,Counties_Manukau
BLUEBIRD,Saloon,Nissan,2006,Silver,2022-03-19,Auckland City
BLUEBIRD,Saloon,Nissan,2002,Red,2022-03-23,Auckland City
BLUEBIRD,Saloon,Nissan,1997,White,2021-12-12,Eastern
BLUEBIRD,Saloon,Nissan,2004,Blue,2022-03-02,Wellington
BLUEBIRD,Saloon,Nissan,2006,White,2022-02-12,Southern
BLUEBIRD,Saloon,Nissan,2005,Black,2022-01-13,Canterbury
BLUEBIRD,Saloon,Nissan,1996,White,2022-04-04,Central
BLUEBIRD,Saloon,Nissan,2006,White,2022-03-20,Auckland City
BLUEBIRD,Saloon,Nissan,1992,Green,2022-03-28,Southern
BLUEBIRD,Saloon,Nissan,1992,Green,2021-10-22,Canterbury
BLUEBIRD,Saloon,Nissan,1993,Green,2021-11-22,Tasman
BLUEBIRD,Saloon,Nissan,2008,Silver,2021-11-06,Auckland City
CAVALIER,Saloon,Toyota,2000,White,2021-11-26,Central
DIAMANTE,Saloon,Mitsubishi,2003,Red,2021-10-11,Counties_Manukau
DIAMANTE,Saloon,Mitsubishi,2002,Cream,2022-03-01,Northland
DIAMANTE,Saloon,Mitsubishi,2002,Silver,2022-04-02,Counties_Manukau
DIAMANTE,Saloon,Mitsubishi,2003,White,2021-11-24,Central
DIAMANTE,Saloon,Mitsubishi,1999,Gold,2022-01-14,Bay of Plenty
FAIRLANE,Saloon,Ford,2007,Grey,2022-03-25,Bay of Plenty
LASER GL,Saloon,Ford,1993,Green,2022-03-05,Auckland City
ROYALE 6,Saloon,Holden,1984,Grey,2021-10-17,Bay of Plenty
SPRINTER,Saloon,Toyota,1999,Silver,2022-02-04,Canterbury
COMMODORE,Saloon,Holden,2006,Black,2021-10-07,Counties_Manukau
COMMODORE,Saloon,Holden,2006,Black,2021-10-27,Waitemata
COMMODORE,Saloon,Holden,2003,Black,2021-10-16,Canterbury
COMMODORE,Saloon,Holden,2003,Green,2021-10-21,Waitemata
COMMODORE,Saloon,Holden,2006,Silver,2022-02-11,Waikato
COMMODORE,Saloon,Holden,2006,Silver,2022-02-15,Canterbury
COMMODORE,Saloon,Holden,2009,Gold,2022-03-14,Central
COMMODORE,Saloon,Holden,2006,Grey,2021-10-21,Counties_Manukau
COMMODORE,Saloon,Holden,2006,Gold,2022-02-11,Canterbury
COMMODORE,Saloon,Holden,2008,Grey,2021-11-25,Eastern
COMMODORE,Saloon,Holden,2008,Silver,2021-12-29,Bay of Plenty
COMMODORE,Saloon,Holden,2007,Green,2021-12-23,Tasman
COMMODORE,Saloon,Holden,2004,Black,2021-10-16,Waikato
COMMODORE,Saloon,Holden,2004,Red,2022-01-28,Wellington
COMMODORE,Saloon,Holden,2003,Red,2022-01-05,Central
COMMODORE,Saloon,Holden,2007,Grey,2021-12-18,Counties_Manukau
COMMODORE,Saloon,Holden,2010,Grey,2021-10-16,Counties_Manukau
COMMODORE,Saloon,Holden,2008,White,2022-01-22,Bay of Plenty
COMMODORE,Saloon,Holden,2013,Green,2021-10-23,Wellington
COMMODORE,Saloon,Holden,2013,White,2022-01-25,Canterbury
COMMODORE,Saloon,Holden,2003,Red,2021-12-19,Counties_Manukau
COMMODORE,Saloon,Holden,2006,Grey,2021-10-25,Central
COMMODORE,Saloon,Holden,2003,Black,2022-04-01,Waikato
COMMODORE,Saloon,Holden,2004,Grey,2021-11-10,Northland
COMMODORE,Saloon,Holden,2010,Black,2022-03-13,Northland
COMMODORE,Saloon,Holden,2004,Blue,2021-12-25,Northland
COMMODORE,Saloon,Holden,2004,Red,2022-04-02,Counties_Manukau
COMMODORE,Saloon,Holden,2005,Black,2021-12-07,Northland
COMMODORE,Saloon,Holden,2007,Black,2021-10-17,Counties_Manukau
COMMODORE,Saloon,Holden,2008,Red,2022-02-06,Eastern
COMMODORE,Saloon,Holden,2006,Silver,2022-01-27,Canterbury
COMMODORE,Saloon,Holden,2004,Blue,2022-03-21,Waikato
COMMODORE,Saloon,Holden,2005,Red,2022-02-21,Canterbury
COMMODORE,Saloon,Holden,2005,Blue,2022-02-11,Waikato
COMMODORE,Saloon,Holden,2003,Green,2021-10-08,Northland
COMMODORE,Saloon,Holden,2007,White,2022-04-02,Waitemata
COMMODORE,Saloon,Holden,2009,Blue,2022-01-14,Eastern
COMMODORE,Saloon,Holden,2005,Red,2022-03-09,Counties_Manukau
COMMODORE,Saloon,Holden,2006,Grey,2022-03-01,Canterbury
COMMODORE,Saloon,Holden,2004,Red,2021-11-02,Canterbury
COMMODORE,Saloon,Holden,2011,White,2022-04-04,Bay of Plenty
COMMODORE,Saloon,Holden,2013,White,2022-01-18,Bay of Plenty
KINGSWOOD,Saloon,Holden,1972,Blue,2022-02-12,Eastern
9-3 LINEAR,Saloon,Saab,2006,Silver,2022-02-07,Waitemata
PT CRUISER,Saloon,Chrysler,2002,Silver,2021-10-27,Tasman
540IASE E39,Saloon,BMW,1997,White,2022-03-17,Counties_Manukau
CHARGER R/T,Saloon,Chrysler,1971,White,2022-02-23,Waikato
TELSTAR GHIA,Saloon,Ford,1993,Green,2021-10-14,Bay of Plenty
VT COMMODORE,Saloon,Holden,1999,Black,2021-12-10,Counties_Manukau
VT COMMODORE,Saloon,Holden,1998,Silver,2021-11-06,Counties_Manukau
VT COMMODORE,Saloon,Holden,2000,Black,2022-01-10,Wellington
VT COMMODORE,Saloon,Holden,2000,Brown,2021-12-14,Central
VT COMMODORE,Saloon,Holden,1998,Blue,2022-03-29,Southern
VT COMMODORE,Saloon,Holden,1997,Blue,2022-02-24,Auckland City
VT COMMODORE,Saloon,Holden,1998,Blue,2021-10-23,Canterbury
VT COMMODORE,Saloon,Holden,1999,Brown,2021-10-19,Canterbury
VT COMMODORE,Saloon,Holden,1998,Red,2021-11-26,Counties_Manukau
VT COMMODORE,Saloon,Holden,1999,Green,2022-02-16,Central
VT COMMODORE,Saloon,Holden,2000,Green,2022-01-02,Auckland City
VX COMMODORE,Saloon,Holden,2001,Red,2022-01-16,Central
VX COMMODORE,Saloon,Holden,2002,Grey,2022-03-21,Central
VX COMMODORE,Saloon,Holden,2001,White,2021-11-01,Waikato
VX COMMODORE,Saloon,Holden,2000,Silver,2022-03-29,Waikato
VX COMMODORE,Saloon,Holden,2002,Grey,2022-04-05,Auckland City
VX COMMODORE,Saloon,Holden,2001,Silver,2022-02-23,Waikato
VX COMMODORE,Saloon,Holden,2001,Blue,2021-10-09,Waikato
VX COMMODORE,Saloon,Holden,2001,Red,2021-11-09,Waitemata
VX COMMODORE,Saloon,Holden,2001,White,2022-03-16,Southern
VX COMMODORE,Saloon,Holden,2002,Silver,2021-12-09,Northland
VX COMMODORE,Saloon,Holden,2002,Silver,2021-11-02,Northland
VX COMMODORE,Saloon,Holden,2001,White,2021-12-27,Eastern
VX COMMODORE,Saloon,Holden,2002,White,2022-03-23,Canterbury
VX COMMODORE,Saloon,Holden,2001,Blue,2022-02-08,Waikato
VX COMMODORE,Saloon,Holden,2002,Red,2021-12-28,Central
VY COMMODORE,Saloon,Holden,2004,Red,2022-03-15,Bay of Plenty
626 SEDAN GLX,Saloon,Mazda,1991,Red,2022-02-18,Bay of Plenty
ACCORD LX MAN,Saloon,Honda,1992,Red,2022-02-17,Central
LASER GL AUTO,Saloon,Ford,1994,Purple,2022-01-21,Bay of Plenty
COROLLA SED AUT,Saloon,Toyota,1991,Green,2021-11-24,Southern
CIVIC 4DR LX MAN,Saloon,Honda,1991,Red,2021-11-23,Wellington
MAGNA 2.6I GLX M,Saloon,Mitsubishi,1993,Blue,2021-11-19,Bay of Plenty
ACCORD EXI-S AUTO,Saloon,Honda,1994,Green,2021-12-20,Southern
CIVIC 4DR LX AUTO,Saloon,Honda,1992,Silver,2022-03-21,Auckland City
CIVIC 4DR LX AUTO,Saloon,Honda,1993,Red,2022-04-01,Waikato
GALANT 2.0 GLXI M,Saloon,Mitsubishi,1994,Green,2022-01-05,Canterbury
CIVIC 4DR EXI AUTO,Saloon,Honda,1994,Silver,2022-03-08,Wellington
CIVIC 4DR LX MANUAL,Saloon,Honda,1995,Red,2021-12-27,Southern
COMMODORE EXECUTIVE,Saloon,Holden,1990,Red,2022-04-02,Southern
FAIRMONT GHIA COLAUT,Saloon,Ford,1993,Red,2022-02-27,Bay of Plenty
FAMILIA INTERPLAY DO,Saloon,Mazda,1990,Grey,2021-11-26,Central
LANCER 1.6 GLXI M SE,Saloon,Mitsubishi,1993,Blue,2021-12-18,Counties_Manukau
560,Caravan,Crusader,2010,White,2021-11-30,Canterbury
710,Caravan,Veteran,2016,White,2022-03-28,Waikato
DMW,Caravan,Trailer,2006,White,2021-12-07,Auckland City
LUNA,Caravan,Caravan,2005,White,2022-02-13,Canterbury
ELDIS,Caravan,Caravan,1994,White,2021-10-16,Wellington
LUNAR,Caravan,Caravan,2009,White,2022-03-24,Canterbury
ECCLES,Caravan,Sterling,2005,White,2021-11-09,Counties_Manukau
ZEPHYR,Caravan,Caravan,1980,White,2022-01-28,Southern
CARAVAN,Caravan,Swift,2011,White,2021-11-14,Counties_Manukau
CARAVAN,Caravan,Anglo,1973,Orange,2021-12-15,Central
CARAVAN,Caravan,Anglo,1976,White,2021-12-01,Waitemata
CARAVAN,Caravan,Zephyr,1972,White,2021-12-20,Waitemata
PIONEER,Caravan,Caravan,1990,White,2022-02-01,Bay of Plenty
PIONEER,Caravan,Oxford,1969,White,2021-11-27,Bay of Plenty
AVONDALE,Caravan,Caravan,2005,White,2022-02-27,Canterbury
CI MUNRO,Caravan,Caravan,1977,White,2022-03-21,Auckland City
DIPLOMAT,Caravan,Classic,1979,Blue,2022-01-28,Central
HOMEMADE,Caravan,Trailer,1994,Yellow,2022-02-12,Counties_Manukau
STERLING,Caravan,Jayco,2007,White,2021-12-05,Canterbury
15FT POPTP,Caravan,Caravan,1970,White,2022-01-20,Wellington
HALF VISTA,Caravan,Classic,1972,Red,2022-03-16,Bay of Plenty
LUNA DELTA,Caravan,Caravan,2007,White,2022-03-24,Wellington
XPLORE 452,Caravan,Caravan,2008,White,2021-12-26,Bay of Plenty
RIVIERA 482,Caravan,Elddis,2003,White,2021-10-13,Canterbury
TRANSPORTER,Caravan,Trailer,2021,Silver,2022-02-23,Central
ABI MARAUDEL,Caravan,Caravan,1991,Cream,2022-02-21,Waitemata
ALPINE  4T2A,Caravan,Sprite,2007,White,2022-01-29,Wellington
CHEVRON 1300,Caravan,Caravan,1977,White,2022-02-26,Bay of Plenty
CHEVRON 1500,Caravan,Liteweight,1975,White,2022-01-13,Counties_Manukau
FLEETWOOD JAVA,Caravan,Caravan,2001,White,2022-01-05,Northland
COMPASS VANTAGE,Caravan,Caravan,1994,White,2021-11-29,Auckland City
BARNWELL ARCHWAY,Caravan,Swift,2002,White,2021-12-25,Central
CRESTA CRAFT XRP,Caravan,Factory Built,1973,White,2022-01-17,Tasman
PEGEANT S7 LOIRE,Caravan,Bailey,2009,White,2021-12-19,Waitemata
COMPASS OMEGA 534,Caravan,Caravan,2002,White,2021-11-01,Northland
LITTLE FELLA 2008,Caravan,Trailer,2007,White,2021-10-30,Tasman
COACHMAN AMARA 520,Caravan,Caravan,2009,White,2022-02-22,Canterbury
SWIFT CHARISMA 230,Caravan,Caravan,2006,White,2022-02-27,Waitemata
BESSACARR CAMEO 625,Caravan,Caravan,2005,White,2021-10-31,Waitemata
SWIFT CHALLENGER 570,Caravan,Caravan,2010,White,2021-12-28,Canterbury
6140M,Tractor,John Deere,2017,Green,2022-01-27,Central
Ferguson,Tractor,Massey,2007,Red,2022-01-23,Waikato
ZX17U-5A,Tractor,Hitachi,2021,Orange,2021-11-17,Northland
VALTRA N92,Tractor,Tractor,2013,Red,2021-11-04,Northland
5X4,Trailer,Briford,2019,Silver,2021-11-02,Canterbury
6X4,Trailer,Briford,2016,Grey,2021-12-01,Auckland City
6X4,Trailer,Briford,1993,Blue,2022-03-21,Canterbury
744,Trailer,Briford,2004,Silver,2021-11-25,Wellington
7X4,Trailer,Titan,2015,Silver,2021-12-23,Counties_Manukau
7X4,Trailer,Trailer,2021,Silver,2021-11-20,Wellington
7X4,Trailer,Briford,1999,Silver,2022-02-21,Canterbury
7X4,Trailer,Briford,2009,Green,2022-03-14,Southern
7X4,Trailer,Briford,2008,Silver,2021-11-11,Central
8X4,Trailer,Briford,2017,Silver,2022-04-05,Southern
8X4,Trailer,Briford,2005,Silver,2022-01-26,Canterbury
8X4,Trailer,Trailer,2016,Silver,2021-11-14,Southern
8X4,Trailer,Briford,2010,Silver,2021-11-14,Tasman
8X4,Trailer,Briford,2020,Silver,2021-10-14,Canterbury
8X4,Trailer,Trailer,2016,Silver,2022-04-02,Canterbury
8X4,Trailer,Briford,2019,Silver,2022-02-16,Canterbury
8X4,Trailer,Briford,2016,Silver,2021-11-08,Canterbury
8X5,Trailer,Titan,2016,Silver,2021-10-19,Bay of Plenty
8X5,Trailer,Trailer,2020,Grey,2021-10-10,Tasman
8X5,Trailer,Briford,2020,Silver,2021-12-06,Southern
ACE,Trailer,Trailer,2008,Silver,2022-01-15,Auckland City
BOX,Trailer,Trailer,2021,White,2022-03-10,Central
BOX,Trailer,Trailer,2007,Silver,2022-03-09,Northland
CAR,Trailer,Trailer,2017,Black,2022-03-16,Southern
KEA,Trailer,Trailer,2016,Silver,2021-10-14,Auckland City
KEA,Trailer,Trailer,2005,Silver,2022-03-04,Northland
KEA,Trailer,Trailer,1998,Grey,2021-11-16,Tasman
ONE,Trailer,Trailer,2009,Silver,2022-03-15,Southern
TUI,Trailer,Trailer,2017,Silver,2021-12-31,Central
11X5,Trailer,Pinto,2012,Silver,2021-12-20,Canterbury
2855,Trailer,Kea,2005,Silver,2022-03-07,Auckland City
844X,Trailer,Kea,2008,Silver,2022-03-09,Central
8X5S,Trailer,Trailer,2011,Silver,2021-10-29,Canterbury
AVON,Trailer,Trailer,2009,Grey,2021-12-13,Auckland City
BOAT,Trailer,Trailer,2020,Silver,2021-11-26,Auckland City
DOLY,Trailer,Trailer,2019,Grey,2021-11-29,Central
K85S,Trailer,Kea,2020,Silver,2022-04-02,Bay of Plenty
KC95,Trailer,Kea,2021,Silver,2021-12-17,Canterbury
KC95,Trailer,Kea,2020,Silver,2021-10-21,Waikato
KING,Trailer,Trailer,1998,Silver,2022-02-19,Central
KING,Trailer,Trailer,2007,Silver,2021-12-14,Bay of Plenty
KING,Trailer,Trailer,2021,Silver,2021-11-08,Central
MISC,Trailer,Homebuilt,1989,Blue,2021-11-03,Canterbury
TANK,Trailer,Trailer,2018,Silver,2022-03-29,Canterbury
TUFF,Trailer,Trailer,2020,Silver,2021-12-13,Central
TUFF,Trailer,Trailer,2020,Silver,2021-12-06,Bay of Plenty
TUFF,Trailer,Trailer,2016,Silver,2021-11-01,Waitemata
TUFF,Trailer,Trailer,2020,Silver,2022-01-25,Central
TUFF,Trailer,Trailer,2020,Silver,2021-12-31,Wellington
TUFF,Trailer,Trailer,2020,Silver,2021-10-18,Counties_Manukau
TUFF,Trailer,Trailer,2016,Silver,2021-10-28,Bay of Plenty
TUFF,Trailer,Trailer,2021,Silver,2021-12-03,Waikato
TUFF,Trailer,Trailer,2018,Silver,2021-11-22,Bay of Plenty
TUFF,Trailer,Trailer,2019,Silver,2021-11-01,Counties_Manukau
TUFF,Trailer,Trailer,2020,Silver,2021-10-27,Bay of Plenty
UTBT,Trailer,Trailer,2017,Silver,2022-03-13,Waikato
4 X 7,Trailer,Trailer,2008,Silver,2022-02-10,Canterbury
8 X 4,Trailer,Briford,2005,Green,2022-02-23,Canterbury
8X5TB,Trailer,Trailer,2012,Silver,2021-10-07,Canterbury
BST85,Trailer,Trailer,2022,Silver,2022-03-15,Wellington
COBRA,Trailer,Homebuilt,1993,Blue,2022-01-23,Central
CTDIG,Trailer,Trailer,2019,Silver,2021-11-22,Bay of Plenty
DOLLY,Trailer,Trailer,2015,Black,2022-01-19,Waikato
ELITE,Trailer,Trailer,2021,Silver,2022-02-28,Canterbury
ELITE,Trailer,Trailer,2020,Silver,2022-03-09,Canterbury
ELITE,Trailer,Trailer,2014,Silver,2022-02-04,Counties_Manukau
GOODS,Trailer,Trailer,2017,Grey,2022-04-05,Wellington
HAYES,Trailer,Trailer,1968,Grey,2022-01-28,Canterbury
HOBBS,Trailer,Trailer,2015,Silver,2021-11-12,Eastern
K64SA,Trailer,Kea,2018,Silver,2021-10-16,Waikato
K64SE,Trailer,Trailer,1997,Silver,2021-11-04,Tasman
K744T,Trailer,Kea,2010,Grey,2022-04-02,Northland
K744X,Trailer,Kea,2005,Silver,2021-10-29,Waikato
K745A,Trailer,Kea,2002,Silver,2021-11-07,Waikato
K844T,Trailer,Kea,2017,Silver,2022-01-28,Canterbury
K844X,Trailer,Kea,2004,Silver,2022-03-04,Waikato
K855A,Trailer,Kea,2006,Silver,2021-10-23,Waikato
KC105,Trailer,Kea,2011,Silver,2021-10-16,Central
KC846,Trailer,Kea,2000,Silver,2022-03-25,Waikato
KC85E,Trailer,Kea,2019,Silver,2022-04-01,Bay of Plenty
LIGHT,Trailer,Trailer,1999,Silver,2022-03-31,Bay of Plenty
LIGHT,Trailer,Trailer,2000,Silver,2022-01-29,Bay of Plenty
LOCAL,Trailer,Trailer,1998,Silver,2021-12-25,Central
LOCAL,Trailer,Trailer,1984,Yellow,2022-03-21,Auckland City
LOCAL,Trailer,Trailer,1967,Grey,2021-10-19,Canterbury
LOCAL,Trailer,Trailer,1970,Grey,2021-12-29,Canterbury
LOCAL,Trailer,Trailer,1977,Brown,2021-12-03,Bay of Plenty
LOCAL,Trailer,Trailer,1985,White,2022-02-17,Waikato
LOCAL,Trailer,Trailer,2014,Silver,2021-10-20,Waikato
LOCAL,Trailer,Trailer,1999,Silver,2022-02-02,Auckland City
LOCAL,Trailer,Trailer,2013,Silver,2021-12-31,Southern
LOCAL,Trailer,Trailer,1967,Red,2022-01-11,Waikato
LOCAL,Trailer,Trailer,1976,Grey,2022-01-07,Eastern
LOCAL,Trailer,Trailer,1972,Blue,2021-12-07,Central
LOCAL,Trailer,Trailer,2015,Silver,2022-01-27,Canterbury
LOCAL,Trailer,Trailer,1977,Orange,2021-10-25,Bay of Plenty
LOCAL,Trailer,Homebuilt,1989,Grey,2022-03-22,Waikato
LOCAL,Trailer,Trailer,2012,Silver,2022-03-21,Wellington
SEDCO,Trailer,Trailer,2011,Silver,2022-02-15,Bay of Plenty
10 X 5,Trailer,Titan,2017,Silver,2021-12-21,Wellington
"8X4'6""",Trailer,Briford,2011,Silver,2022-03-07,Canterbury
BETTER,Trailer,Trailer,2021,Silver,2021-10-17,Eastern
CONDOR,Trailer,Trailer,2018,Silver,2022-02-01,Wellington
COOPER,Trailer,Trailer,2020,Black,2021-10-19,Canterbury
CUSTOM,Trailer,Factory Built,2021,White,2021-10-23,Waikato
EVENTS,Trailer,Trailer,2005,White,2022-03-21,Bay of Plenty
FUTURA,Trailer,Trailer,2020,Grey,2022-01-13,Auckland City
HARENG,Trailer,Trailer,1980,Grey,2021-12-31,Waikato
HAULER,Trailer,Trailer,2013,Silver,2022-03-28,Canterbury
HUSSIE,Trailer,Trailer,2014,Silver,2022-02-19,Central
K844XA,Trailer,Kea,2019,Silver,2022-04-02,Waikato
K85SAT,Trailer,Kea,2006,Silver,2022-01-18,Counties_Manukau
K85SAT,Trailer,Kea,2010,Silver,2021-11-17,Northland
KC 126,Trailer,Kea,2017,Silver,2022-01-10,Counties_Manukau
LAODER,Trailer,Trailer,2007,Grey,2022-02-08,Canterbury
OLEARY,Trailer,Trailer,1983,Red,2022-01-02,Central
OLEARY,Trailer,Trailer,1979,Yellow,2022-03-17,Wellington
TAMDEM,Trailer,Trailer,2003,Yellow,2021-11-14,Waitemata
TANDAM,Trailer,Trailer,2014,Black,2022-01-15,Waitemata
TANDEM,Trailer,Trailer,2019,Silver,2022-02-16,Canterbury
TANDEM,Trailer,Custombuilt,1985,Silver,2022-01-13,Counties_Manukau
TANDEM,Trailer,Trailer,2010,Silver,2021-10-18,Bay of Plenty
TANDEM,Trailer,Trailer,2019,Grey,2022-02-23,Wellington
TANDEM,Trailer,Trailer,2020,Black,2022-03-24,Bay of Plenty
TANDEM,Trailer,Trailer,2020,Grey,2022-01-09,Canterbury
TANDEM,Trailer,Trailer,2016,Silver,2022-04-04,Central
TANDEM,Trailer,Trailer,2011,Silver,2021-12-21,Northland
TANDEM,Trailer,Trailer,2021,Silver,2022-02-24,Waitemata
TIPPER,Trailer,Trailer,2021,Silver,2022-02-15,Counties_Manukau
TRAYLA,Trailer,Trailer,2017,Silver,2021-11-21,Central
TRAYLA,Trailer,Trailer,2020,Silver,2021-11-25,Bay of Plenty
TRAYLA,Trailer,Trailer,2012,Silver,2022-01-14,Central
TRAYLA,Trailer,Trailer,2021,Silver,2022-04-05,Bay of Plenty
TRAYLA,Trailer,Trailer,2020,Silver,2022-02-17,Central
TRAYLA,Trailer,Trailer,2021,Silver,2021-10-16,Central
TRAYLA,Trailer,Trailer,2021,Silver,2021-12-07,Wellington
TRAYLA,Trailer,Trailer,2019,Silver,2022-02-04,Central
TRAYLA,Trailer,Trailer,2015,Silver,2022-01-13,Wellington
TRAYLA,Trailer,Trailer,2018,Silver,2021-11-15,Wellington
TRAYLA,Trailer,Trailer,2013,Silver,2021-10-20,Wellington
TRAYLA,Trailer,Trailer,2014,Silver,2022-02-24,Central
TRAYLA,Trailer,Trailer,2015,Silver,2022-02-28,Central
TRAYLA,Trailer,Trailer,2021,Silver,2022-03-02,Central
TRAYLA,Trailer,Trailer,2018,Silver,2022-01-17,Wellington
TRAYLA,Trailer,Trailer,2020,Silver,2022-03-28,Waikato
VULCAN,Trailer,Trailer,2017,Silver,2021-11-18,Waitemata
VULCAN,Trailer,Trailer,2013,Silver,2022-02-17,Waitemata
VULCAN,Trailer,Trailer,2015,Silver,2021-11-01,Waitemata
VULCAN,Trailer,Trailer,2016,Silver,2021-10-31,Waitemata
VULCAN,Trailer,Trailer,2022,Silver,2022-03-04,Counties_Manukau
WILPRO,Trailer,Trailer,2015,Silver,2021-11-22,Bay of Plenty
BES1500,Trailer,Trailer,2017,Silver,2021-12-23,Auckland City
BRI-INN,Trailer,Trailer,2014,Silver,2021-12-01,Canterbury
BRI-INN,Trailer,Trailer,2020,Silver,2022-03-07,Canterbury
